# x	y	u	v	flags	mask
1.0412e+01	5.1803e-01	2.3926e+00	-1.8483e-01	0.0000e+00	0.0000e+00
1.0702e+01	5.1803e-01	2.3788e+00	-1.4220e-01	1.0000e+00	0.0000e+00
1.0993e+01	5.1803e-01	2.5603e+00	-2.1676e-01	0.0000e+00	0.0000e+00
1.1283e+01	5.1803e-01	2.5850e+00	-1.2513e-01	0.0000e+00	0.0000e+00
1.1573e+01	5.1803e-01	2.6662e+00	3.8495e-02	0.0000e+00	0.0000e+00
1.1863e+01	5.1803e-01	2.5959e+00	4.9684e-02	0.0000e+00	0.0000e+00
1.2153e+01	5.1803e-01	2.7739e+00	1.2492e-01	0.0000e+00	0.0000e+00
2.5901e-01	2.2793e-01	3.3929e+00	-4.0412e-01	0.0000e+00	0.0000e+00
5.4911e-01	2.2793e-01	3.5733e+00	-1.0709e-01	0.0000e+00	0.0000e+00
8.3920e-01	2.2793e-01	3.4966e+00	3.2374e-02	0.0000e+00	0.0000e+00
1.1293e+00	2.2793e-01	3.4236e+00	1.7344e-01	0.0000e+00	0.0000e+00
1.4194e+00	2.2793e-01	3.0554e+00	3.4162e-01	0.0000e+00	0.0000e+00
1.7095e+00	2.2793e-01	3.0410e+00	1.8257e-01	0.0000e+00	0.0000e+00
1.9996e+00	2.2793e-01	2.9644e+00	1.0810e-04	0.0000e+00	0.0000e+00
2.2897e+00	2.2793e-01	2.9755e+00	-2.1484e-01	0.0000e+00	0.0000e+00
2.5798e+00	2.2793e-01	3.1543e+00	-3.9726e-01	0.0000e+00	0.0000e+00
2.8699e+00	2.2793e-01	3.2643e+00	-2.2024e-01	0.0000e+00	0.0000e+00
3.1600e+00	2.2793e-01	3.5228e+00	-8.7178e-02	0.0000e+00	0.0000e+00
3.4501e+00	2.2793e-01	3.4909e+00	1.2733e-01	0.0000e+00	0.0000e+00
3.7402e+00	2.2793e-01	3.4253e+00	4.2976e-01	0.0000e+00	0.0000e+00
4.0303e+00	2.2793e-01	3.1821e+00	6.2600e-01	0.0000e+00	0.0000e+00
4.3203e+00	2.2793e-01	2.8087e+00	5.0234e-01	0.0000e+00	0.0000e+00
4.6104e+00	2.2793e-01	2.7107e+00	4.0376e-01	0.0000e+00	0.0000e+00
4.9005e+00	2.2793e-01	2.5255e+00	2.9295e-01	0.0000e+00	0.0000e+00
5.1906e+00	2.2793e-01	2.3011e+00	9.2997e-02	0.0000e+00	0.0000e+00
5.4807e+00	2.2793e-01	2.2422e+00	-7.6010e-02	0.0000e+00	0.0000e+00
5.7708e+00	2.2793e-01	2.2844e+00	-3.7772e-01	0.0000e+00	0.0000e+00
6.0609e+00	2.2793e-01	2.3325e+00	-6.7981e-01	0.0000e+00	0.0000e+00
6.3510e+00	2.2793e-01	2.5085e+00	-8.4591e-01	0.0000e+00	0.0000e+00
6.6411e+00	2.2793e-01	2.6539e+00	-8.8586e-01	0.0000e+00	0.0000e+00
6.9312e+00	2.2793e-01	2.7876e+00	-5.5203e-01	0.0000e+00	0.0000e+00
7.2213e+00	2.2793e-01	2.9705e+00	-7.2973e-02	0.0000e+00	0.0000e+00
7.5114e+00	2.2793e-01	3.0123e+00	1.5534e-01	0.0000e+00	0.0000e+00
7.8015e+00	2.2793e-01	2.9790e+00	4.7620e-01	0.0000e+00	0.0000e+00
8.0916e+00	2.2793e-01	2.9803e+00	5.0541e-01	0.0000e+00	0.0000e+00
8.3817e+00	2.2793e-01	2.8895e+00	3.8433e-01	0.0000e+00	0.0000e+00
8.6718e+00	2.2793e-01	2.6886e+00	3.1012e-01	0.0000e+00	0.0000e+00
8.9619e+00	2.2793e-01	2.7234e+00	1.0018e-01	0.0000e+00	0.0000e+00
9.2520e+00	2.2793e-01	2.7073e+00	7.9750e-02	0.0000e+00	0.0000e+00
9.5421e+00	2.2793e-01	2.6074e+00	-9.6269e-02	0.0000e+00	0.0000e+00
9.8322e+00	2.2793e-01	2.7219e+00	-2.7631e-01	0.0000e+00	0.0000e+00
1.0122e+01	2.2793e-01	2.6572e+00	-1.7303e-01	0.0000e+00	0.0000e+00
1.0412e+01	2.2793e-01	2.6141e+00	-1.6123e-01	0.0000e+00	0.0000e+00
1.0702e+01	2.2793e-01	2.6124e+00	-8.4657e-02	0.0000e+00	0.0000e+00
1.0993e+01	2.2793e-01	2.7740e+00	8.5897e-02	0.0000e+00	0.0000e+00
1.1283e+01	2.2793e-01	2.8504e+00	-2.0867e-02	0.0000e+00	0.0000e+00
1.1573e+01	2.2793e-01	2.8266e+00	1.1473e-01	0.0000e+00	0.0000e+00
1.1863e+01	2.2793e-01	2.7834e+00	5.4089e-02	0.0000e+00	0.0000e+00
1.2153e+01	2.2793e-01	2.9132e+00	6.1936e-02	0.0000e+00	0.0000e+00
