# x	y	u	v	flags	mask
7.5000e+00	2.5000e-01	9.9959e-01	-1.3936e-01	1.0000e+00	0.0000e+00
7.6250e+00	2.5000e-01	1.0389e+00	-9.0999e-02	0.0000e+00	0.0000e+00
7.7500e+00	2.5000e-01	1.0536e+00	-5.8178e-02	0.0000e+00	0.0000e+00
7.8750e+00	2.5000e-01	1.0675e+00	-3.2532e-02	0.0000e+00	0.0000e+00
8.0000e+00	2.5000e-01	1.0838e+00	-1.7496e-02	0.0000e+00	0.0000e+00
8.1250e+00	2.5000e-01	1.0497e+00	3.3234e-03	1.0000e+00	0.0000e+00
8.2500e+00	2.5000e-01	1.0712e+00	2.7074e-02	0.0000e+00	0.0000e+00
8.3750e+00	2.5000e-01	1.0305e+00	4.6715e-02	0.0000e+00	0.0000e+00
8.5000e+00	2.5000e-01	1.0222e+00	8.4858e-02	0.0000e+00	0.0000e+00
8.6250e+00	2.5000e-01	1.0135e+00	1.1215e-01	1.0000e+00	0.0000e+00
8.7500e+00	2.5000e-01	1.0067e+00	1.3312e-01	1.0000e+00	0.0000e+00
8.8750e+00	2.5000e-01	1.0073e+00	1.3703e-01	0.0000e+00	0.0000e+00
9.0000e+00	2.5000e-01	9.8724e-01	1.5321e-01	1.0000e+00	0.0000e+00
9.1250e+00	2.5000e-01	9.7874e-01	1.3989e-01	0.0000e+00	0.0000e+00
9.2500e+00	2.5000e-01	9.5633e-01	1.5005e-01	1.0000e+00	0.0000e+00
9.3750e+00	2.5000e-01	9.3514e-01	1.4548e-01	1.0000e+00	0.0000e+00
9.5000e+00	2.5000e-01	9.2720e-01	1.3302e-01	0.0000e+00	0.0000e+00
9.6250e+00	2.5000e-01	8.9442e-01	1.3411e-01	1.0000e+00	0.0000e+00
9.7500e+00	2.5000e-01	8.7614e-01	1.2584e-01	1.0000e+00	0.0000e+00
9.8750e+00	2.5000e-01	8.6348e-01	1.2978e-01	0.0000e+00	0.0000e+00
1.0000e+01	2.5000e-01	8.6155e-01	9.9882e-02	0.0000e+00	0.0000e+00
1.0125e+01	2.5000e-01	8.5414e-01	8.5325e-02	0.0000e+00	0.0000e+00
1.0250e+01	2.5000e-01	8.4972e-01	8.0842e-02	0.0000e+00	0.0000e+00
1.0375e+01	2.5000e-01	8.5454e-01	6.7342e-02	0.0000e+00	0.0000e+00
1.0500e+01	2.5000e-01	8.3709e-01	5.6326e-02	0.0000e+00	0.0000e+00
1.0625e+01	2.5000e-01	8.2733e-01	4.7548e-02	0.0000e+00	0.0000e+00
1.0750e+01	2.5000e-01	8.2129e-01	3.6288e-02	0.0000e+00	0.0000e+00
1.0875e+01	2.5000e-01	8.2087e-01	1.8767e-02	0.0000e+00	0.0000e+00
1.1000e+01	2.5000e-01	8.0294e-01	3.9087e-03	0.0000e+00	0.0000e+00
1.1125e+01	2.5000e-01	7.8133e-01	-1.4291e-02	0.0000e+00	0.0000e+00
1.1250e+01	2.5000e-01	7.8887e-01	-2.3932e-02	0.0000e+00	0.0000e+00
1.1375e+01	2.5000e-01	7.7084e-01	-3.1166e-02	1.0000e+00	0.0000e+00
1.1500e+01	2.5000e-01	7.8015e-01	-3.9005e-02	0.0000e+00	0.0000e+00
1.1625e+01	2.5000e-01	7.7467e-01	-3.4821e-02	0.0000e+00	0.0000e+00
1.1750e+01	2.5000e-01	7.7556e-01	-4.0472e-02	0.0000e+00	0.0000e+00
1.1875e+01	2.5000e-01	7.7964e-01	-6.0758e-02	0.0000e+00	0.0000e+00
1.2000e+01	2.5000e-01	7.7178e-01	-8.1029e-02	0.0000e+00	0.0000e+00
1.2125e+01	2.5000e-01	7.7393e-01	-8.8332e-02	1.0000e+00	0.0000e+00
1.2250e+01	2.5000e-01	7.8401e-01	-9.4075e-02	1.0000e+00	0.0000e+00
1.2375e+01	2.5000e-01	8.0421e-01	-1.1090e-01	0.0000e+00	0.0000e+00
1.2500e+01	2.5000e-01	8.3263e-01	-9.5534e-02	0.0000e+00	0.0000e+00
1.2625e+01	2.5000e-01	7.9933e-01	-1.0304e-01	1.0000e+00	0.0000e+00
1.2750e+01	2.5000e-01	8.1932e-01	-9.4060e-02	0.0000e+00	0.0000e+00
1.2875e+01	2.5000e-01	8.0512e-01	-9.8982e-02	1.0000e+00	0.0000e+00
1.3000e+01	2.5000e-01	8.2043e-01	-8.9413e-02	0.0000e+00	0.0000e+00
1.3125e+01	2.5000e-01	8.3735e-01	-6.7043e-02	0.0000e+00	0.0000e+00
1.3250e+01	2.5000e-01	8.4899e-01	-6.3203e-02	0.0000e+00	0.0000e+00
1.3375e+01	2.5000e-01	8.6271e-01	-5.3387e-02	0.0000e+00	0.0000e+00
1.3500e+01	2.5000e-01	8.6135e-01	-1.8027e-02	0.0000e+00	0.0000e+00
1.3625e+01	2.5000e-01	8.8507e-01	-2.1004e-02	0.0000e+00	0.0000e+00
1.3750e+01	2.5000e-01	9.0127e-01	-2.9913e-02	0.0000e+00	0.0000e+00
1.3875e+01	2.5000e-01	8.9971e-01	-7.9734e-03	0.0000e+00	0.0000e+00
1.4000e+01	2.5000e-01	9.1356e-01	-1.3032e-03	0.0000e+00	0.0000e+00
1.4125e+01	2.5000e-01	9.1021e-01	1.0349e-02	0.0000e+00	0.0000e+00
1.4250e+01	2.5000e-01	9.0158e-01	1.7405e-02	0.0000e+00	0.0000e+00
1.4375e+01	2.5000e-01	9.0315e-01	2.3953e-02	0.0000e+00	0.0000e+00
1.4500e+01	2.5000e-01	9.2169e-01	3.6224e-02	0.0000e+00	0.0000e+00
1.4625e+01	2.5000e-01	9.4044e-01	5.3206e-02	0.0000e+00	0.0000e+00
1.4750e+01	2.5000e-01	9.2754e-01	7.6947e-02	0.0000e+00	0.0000e+00
1.4875e+01	2.5000e-01	9.1188e-01	7.2580e-02	0.0000e+00	0.0000e+00
1.5000e+01	2.5000e-01	9.1059e-01	6.7613e-02	0.0000e+00	0.0000e+00
1.5125e+01	2.5000e-01	8.8459e-01	6.0887e-02	0.0000e+00	0.0000e+00
1.5250e+01	2.5000e-01	8.8333e-01	6.8802e-02	0.0000e+00	0.0000e+00
1.5375e+01	2.5000e-01	8.8225e-01	6.9194e-02	1.0000e+00	0.0000e+00
1.5500e+01	2.5000e-01	8.8506e-01	7.0850e-02	1.0000e+00	0.0000e+00
1.5625e+01	2.5000e-01	9.0121e-01	7.6178e-02	0.0000e+00	0.0000e+00
1.5750e+01	2.5000e-01	9.1379e-01	7.6934e-02	0.0000e+00	0.0000e+00
1.5875e+01	2.5000e-01	8.9543e-01	6.2361e-02	0.0000e+00	0.0000e+00
1.6000e+01	2.5000e-01	8.8750e-01	4.3378e-02	0.0000e+00	0.0000e+00
1.6125e+01	2.5000e-01	8.9161e-01	3.8356e-02	0.0000e+00	0.0000e+00
1.6250e+01	2.5000e-01	8.9715e-01	3.6203e-02	0.0000e+00	0.0000e+00
1.6375e+01	2.5000e-01	8.8580e-01	2.8434e-02	0.0000e+00	0.0000e+00
1.6500e+01	2.5000e-01	8.7392e-01	2.6397e-02	1.0000e+00	0.0000e+00
1.6625e+01	2.5000e-01	8.8951e-01	2.7220e-02	0.0000e+00	0.0000e+00
1.6750e+01	2.5000e-01	8.8567e-01	1.4398e-02	0.0000e+00	0.0000e+00
1.6875e+01	2.5000e-01	8.8983e-01	6.9150e-03	0.0000e+00	0.0000e+00
1.7000e+01	2.5000e-01	8.7661e-01	9.8594e-03	0.0000e+00	0.0000e+00
1.7125e+01	2.5000e-01	8.6268e-01	4.8539e-03	1.0000e+00	0.0000e+00
1.7250e+01	2.5000e-01	8.7604e-01	6.6853e-03	0.0000e+00	0.0000e+00
1.7375e+01	2.5000e-01	8.6801e-01	-4.1950e-03	0.0000e+00	0.0000e+00
