# x	y	u	v	flags	mask
9.4400e+02	2.2400e+02	5.7777e+01	-4.8308e+00	0.0000e+00	0.0000e+00
9.6000e+02	2.2400e+02	5.5809e+01	-4.5951e+00	0.0000e+00	0.0000e+00
9.7600e+02	2.2400e+02	5.6638e+01	-3.8378e+00	0.0000e+00	0.0000e+00
9.9200e+02	2.2400e+02	5.6622e+01	-4.7338e+00	0.0000e+00	0.0000e+00
1.0080e+03	2.2400e+02	5.7995e+01	-4.7766e+00	0.0000e+00	0.0000e+00
1.0240e+03	2.2400e+02	5.6532e+01	-3.4431e+00	0.0000e+00	0.0000e+00
1.0400e+03	2.2400e+02	5.6295e+01	-2.8633e+00	0.0000e+00	0.0000e+00
1.0560e+03	2.2400e+02	5.6592e+01	-2.2699e+00	0.0000e+00	0.0000e+00
1.0720e+03	2.2400e+02	5.6031e+01	-1.3290e+00	0.0000e+00	0.0000e+00
1.0880e+03	2.2400e+02	5.5688e+01	-1.5007e+00	0.0000e+00	0.0000e+00
1.1040e+03	2.2400e+02	5.5985e+01	-1.6082e+00	0.0000e+00	0.0000e+00
1.1200e+03	2.2400e+02	5.5332e+01	-1.0498e-01	0.0000e+00	0.0000e+00
1.1360e+03	2.2400e+02	5.4235e+01	-6.5791e-01	0.0000e+00	0.0000e+00
1.1520e+03	2.2400e+02	5.4754e+01	4.3881e-01	0.0000e+00	0.0000e+00
1.1680e+03	2.2400e+02	5.4813e+01	2.0649e+00	0.0000e+00	0.0000e+00
1.6000e+01	2.0800e+02	6.8994e+01	7.4389e+00	0.0000e+00	0.0000e+00
3.2000e+01	2.0800e+02	7.0074e+01	6.5158e+00	0.0000e+00	0.0000e+00
4.8000e+01	2.0800e+02	7.0377e+01	4.5326e+00	0.0000e+00	0.0000e+00
6.4000e+01	2.0800e+02	7.1534e+01	4.0707e+00	0.0000e+00	0.0000e+00
8.0000e+01	2.0800e+02	7.2047e+01	3.4158e+00	0.0000e+00	0.0000e+00
9.6000e+01	2.0800e+02	7.1026e+01	1.5452e+00	0.0000e+00	0.0000e+00
1.1200e+02	2.0800e+02	7.1732e+01	1.6749e-01	0.0000e+00	0.0000e+00
1.2800e+02	2.0800e+02	6.7935e+01	-1.3751e+00	1.0000e+00	0.0000e+00
1.4400e+02	2.0800e+02	7.1226e+01	-2.8497e+00	0.0000e+00	0.0000e+00
1.6000e+02	2.0800e+02	7.1735e+01	-5.4492e+00	0.0000e+00	0.0000e+00
1.7600e+02	2.0800e+02	7.0488e+01	-8.5831e+00	0.0000e+00	0.0000e+00
1.9200e+02	2.0800e+02	6.8713e+01	-1.0143e+01	0.0000e+00	0.0000e+00
2.0800e+02	2.0800e+02	6.6098e+01	-1.1449e+01	0.0000e+00	0.0000e+00
2.2400e+02	2.0800e+02	6.3075e+01	-1.2054e+01	0.0000e+00	0.0000e+00
2.4000e+02	2.0800e+02	6.0405e+01	-1.1833e+01	0.0000e+00	0.0000e+00
2.5600e+02	2.0800e+02	5.7511e+01	-1.1509e+01	0.0000e+00	0.0000e+00
2.7200e+02	2.0800e+02	5.5626e+01	-1.0681e+01	0.0000e+00	0.0000e+00
2.8800e+02	2.0800e+02	5.2652e+01	-8.9006e+00	0.0000e+00	0.0000e+00
3.0400e+02	2.0800e+02	5.0996e+01	-6.7804e+00	0.0000e+00	0.0000e+00
3.2000e+02	2.0800e+02	4.8738e+01	-4.5296e+00	0.0000e+00	0.0000e+00
3.3600e+02	2.0800e+02	4.7490e+01	-2.0296e+00	0.0000e+00	0.0000e+00
3.5200e+02	2.0800e+02	4.6246e+01	1.0765e+00	0.0000e+00	0.0000e+00
3.6800e+02	2.0800e+02	4.6307e+01	4.9456e+00	0.0000e+00	0.0000e+00
3.8400e+02	2.0800e+02	4.7154e+01	8.9434e+00	0.0000e+00	0.0000e+00
4.0000e+02	2.0800e+02	4.9076e+01	1.2375e+01	0.0000e+00	0.0000e+00
4.1600e+02	2.0800e+02	5.1563e+01	1.5405e+01	0.0000e+00	0.0000e+00
4.3200e+02	2.0800e+02	5.4385e+01	1.7516e+01	0.0000e+00	0.0000e+00
4.4800e+02	2.0800e+02	5.7652e+01	1.7379e+01	0.0000e+00	0.0000e+00
4.6400e+02	2.0800e+02	6.0428e+01	1.6068e+01	0.0000e+00	0.0000e+00
4.8000e+02	2.0800e+02	6.3579e+01	1.2581e+01	0.0000e+00	0.0000e+00
4.9600e+02	2.0800e+02	6.4651e+01	7.3272e+00	0.0000e+00	0.0000e+00
5.1200e+02	2.0800e+02	6.5423e+01	2.0385e+00	0.0000e+00	0.0000e+00
5.2800e+02	2.0800e+02	6.6824e+01	-3.0841e+00	0.0000e+00	0.0000e+00
5.4400e+02	2.0800e+02	6.6003e+01	-8.1811e+00	0.0000e+00	0.0000e+00
5.6000e+02	2.0800e+02	6.5425e+01	-1.0968e+01	0.0000e+00	0.0000e+00
5.7600e+02	2.0800e+02	6.3360e+01	-1.1700e+01	0.0000e+00	0.0000e+00
5.9200e+02	2.0800e+02	6.1352e+01	-1.1496e+01	0.0000e+00	0.0000e+00
6.0800e+02	2.0800e+02	5.8623e+01	-1.0759e+01	0.0000e+00	0.0000e+00
6.2400e+02	2.0800e+02	5.5826e+01	-9.5621e+00	0.0000e+00	0.0000e+00
6.4000e+02	2.0800e+02	5.3116e+01	-8.9822e+00	1.0000e+00	0.0000e+00
6.5600e+02	2.0800e+02	5.3128e+01	-6.5074e+00	0.0000e+00	0.0000e+00
6.7200e+02	2.0800e+02	5.1842e+01	-4.5527e+00	0.0000e+00	0.0000e+00
6.8800e+02	2.0800e+02	5.0390e+01	-2.7865e+00	0.0000e+00	0.0000e+00
7.0400e+02	2.0800e+02	4.9517e+01	-8.1970e-01	0.0000e+00	0.0000e+00
7.2000e+02	2.0800e+02	4.8950e+01	8.5626e-01	0.0000e+00	0.0000e+00
7.3600e+02	2.0800e+02	4.8217e+01	2.4177e+00	0.0000e+00	0.0000e+00
7.5200e+02	2.0800e+02	4.7566e+01	4.5870e+00	0.0000e+00	0.0000e+00
7.6800e+02	2.0800e+02	4.8455e+01	6.4909e+00	0.0000e+00	0.0000e+00
7.8400e+02	2.0800e+02	4.9365e+01	7.1981e+00	0.0000e+00	0.0000e+00
8.0000e+02	2.0800e+02	5.0201e+01	7.0754e+00	0.0000e+00	0.0000e+00
8.1600e+02	2.0800e+02	5.0820e+01	7.1949e+00	0.0000e+00	0.0000e+00
8.3200e+02	2.0800e+02	5.1701e+01	7.3810e+00	0.0000e+00	0.0000e+00
8.4800e+02	2.0800e+02	5.3256e+01	6.2849e+00	0.0000e+00	0.0000e+00
8.6400e+02	2.0800e+02	5.3771e+01	4.0413e+00	0.0000e+00	0.0000e+00
8.8000e+02	2.0800e+02	5.4422e+01	2.2641e+00	0.0000e+00	0.0000e+00
8.9600e+02	2.0800e+02	5.5338e+01	6.9914e-01	0.0000e+00	0.0000e+00
9.1200e+02	2.0800e+02	5.5368e+01	-1.0386e+00	0.0000e+00	0.0000e+00
9.2800e+02	2.0800e+02	5.5418e+01	-2.5257e+00	0.0000e+00	0.0000e+00
9.4400e+02	2.0800e+02	5.5039e+01	-3.8390e+00	0.0000e+00	0.0000e+00
9.6000e+02	2.0800e+02	5.5240e+01	-4.2859e+00	0.0000e+00	0.0000e+00
9.7600e+02	2.0800e+02	5.5366e+01	-4.7394e+00	0.0000e+00	0.0000e+00
9.9200e+02	2.0800e+02	5.5579e+01	-4.9747e+00	0.0000e+00	0.0000e+00
1.0080e+03	2.0800e+02	5.6191e+01	-4.0283e+00	0.0000e+00	0.0000e+00
1.0240e+03	2.0800e+02	5.5206e+01	-3.5019e+00	0.0000e+00	0.0000e+00
1.0400e+03	2.0800e+02	5.5448e+01	-3.2399e+00	0.0000e+00	0.0000e+00
1.0560e+03	2.0800e+02	5.5407e+01	-2.3306e+00	0.0000e+00	0.0000e+00
1.0720e+03	2.0800e+02	5.4351e+01	-1.2069e+00	0.0000e+00	0.0000e+00
1.0880e+03	2.0800e+02	5.3847e+01	-7.4688e-01	0.0000e+00	0.0000e+00
1.1040e+03	2.0800e+02	5.3511e+01	-2.3606e-01	0.0000e+00	0.0000e+00
1.1200e+03	2.0800e+02	5.3443e+01	1.6526e-01	0.0000e+00	0.0000e+00
1.1360e+03	2.0800e+02	5.3114e+01	6.7248e-01	0.0000e+00	0.0000e+00
1.1520e+03	2.0800e+02	5.2851e+01	1.0923e+00	0.0000e+00	0.0000e+00
1.1680e+03	2.0800e+02	5.2894e+01	1.1677e+00	0.0000e+00	0.0000e+00
1.6000e+01	1.9200e+02	7.1386e+01	9.3238e+00	0.0000e+00	0.0000e+00
3.2000e+01	1.9200e+02	7.0523e+01	8.1536e+00	0.0000e+00	0.0000e+00
4.8000e+01	1.9200e+02	6.8847e+01	5.1522e+00	0.0000e+00	0.0000e+00
6.4000e+01	1.9200e+02	6.9927e+01	3.9644e+00	0.0000e+00	0.0000e+00
8.0000e+01	1.9200e+02	6.8983e+01	2.7243e+00	0.0000e+00	0.0000e+00
9.6000e+01	1.9200e+02	6.9174e+01	2.0441e+00	0.0000e+00	0.0000e+00
1.1200e+02	1.9200e+02	7.1679e+01	1.0958e+00	0.0000e+00	0.0000e+00
1.2800e+02	1.9200e+02	7.0783e+01	-4.3825e-01	0.0000e+00	0.0000e+00
1.4400e+02	1.9200e+02	7.0685e+01	-2.9750e+00	0.0000e+00	0.0000e+00
1.6000e+02	1.9200e+02	7.1520e+01	-6.0462e+00	0.0000e+00	0.0000e+00
1.7600e+02	1.9200e+02	7.1408e+01	-1.0181e+01	0.0000e+00	0.0000e+00
1.9200e+02	1.9200e+02	6.9930e+01	-1.3979e+01	0.0000e+00	0.0000e+00
2.0800e+02	1.9200e+02	6.6371e+01	-1.3827e+01	0.0000e+00	0.0000e+00
2.2400e+02	1.9200e+02	6.3398e+01	-1.4752e+01	0.0000e+00	0.0000e+00
2.4000e+02	1.9200e+02	5.9536e+01	-1.4337e+01	0.0000e+00	0.0000e+00
2.5600e+02	1.9200e+02	5.6229e+01	-1.3791e+01	0.0000e+00	0.0000e+00
2.7200e+02	1.9200e+02	5.3731e+01	-1.2774e+01	0.0000e+00	0.0000e+00
2.8800e+02	1.9200e+02	5.1037e+01	-1.0611e+01	0.0000e+00	0.0000e+00
3.0400e+02	1.9200e+02	4.8334e+01	-8.4905e+00	0.0000e+00	0.0000e+00
3.2000e+02	1.9200e+02	4.6435e+01	-5.9991e+00	0.0000e+00	0.0000e+00
3.3600e+02	1.9200e+02	4.4463e+01	-3.1566e+00	0.0000e+00	0.0000e+00
3.5200e+02	1.9200e+02	4.3128e+01	3.4208e-01	0.0000e+00	0.0000e+00
3.6800e+02	1.9200e+02	4.3799e+01	5.1547e+00	0.0000e+00	0.0000e+00
3.8400e+02	1.9200e+02	4.5646e+01	1.1222e+01	0.0000e+00	0.0000e+00
4.0000e+02	1.9200e+02	4.7998e+01	1.4946e+01	0.0000e+00	0.0000e+00
4.1600e+02	1.9200e+02	5.0765e+01	1.7912e+01	0.0000e+00	0.0000e+00
4.3200e+02	1.9200e+02	5.3125e+01	1.9782e+01	0.0000e+00	0.0000e+00
4.4800e+02	1.9200e+02	5.5717e+01	1.9729e+01	0.0000e+00	0.0000e+00
4.6400e+02	1.9200e+02	5.8204e+01	1.7933e+01	0.0000e+00	0.0000e+00
4.8000e+02	1.9200e+02	6.0505e+01	1.4166e+01	0.0000e+00	0.0000e+00
4.9600e+02	1.9200e+02	6.2287e+01	8.5875e+00	0.0000e+00	0.0000e+00
5.1200e+02	1.9200e+02	6.2990e+01	2.0628e+00	0.0000e+00	0.0000e+00
5.2800e+02	1.9200e+02	6.3552e+01	-4.1085e+00	0.0000e+00	0.0000e+00
5.4400e+02	1.9200e+02	6.3359e+01	-8.8675e+00	0.0000e+00	0.0000e+00
5.6000e+02	1.9200e+02	6.2330e+01	-1.2697e+01	0.0000e+00	0.0000e+00
5.7600e+02	1.9200e+02	6.0717e+01	-1.3566e+01	0.0000e+00	0.0000e+00
5.9200e+02	1.9200e+02	5.8946e+01	-1.3103e+01	0.0000e+00	0.0000e+00
6.0800e+02	1.9200e+02	5.6524e+01	-1.2325e+01	0.0000e+00	0.0000e+00
6.2400e+02	1.9200e+02	5.3880e+01	-1.1124e+01	1.0000e+00	0.0000e+00
6.4000e+02	1.9200e+02	5.2139e+01	-9.5683e+00	0.0000e+00	0.0000e+00
6.5600e+02	1.9200e+02	5.0479e+01	-7.8707e+00	0.0000e+00	0.0000e+00
6.7200e+02	1.9200e+02	4.9188e+01	-5.8710e+00	0.0000e+00	0.0000e+00
6.8800e+02	1.9200e+02	4.7815e+01	-3.8814e+00	0.0000e+00	0.0000e+00
7.0400e+02	1.9200e+02	4.6354e+01	-1.8588e+00	0.0000e+00	0.0000e+00
7.2000e+02	1.9200e+02	4.5932e+01	1.4489e-01	0.0000e+00	0.0000e+00
7.3600e+02	1.9200e+02	4.5757e+01	2.4165e+00	0.0000e+00	0.0000e+00
7.5200e+02	1.9200e+02	4.5401e+01	4.9999e+00	0.0000e+00	0.0000e+00
7.6800e+02	1.9200e+02	4.6413e+01	6.8088e+00	0.0000e+00	0.0000e+00
7.8400e+02	1.9200e+02	4.6826e+01	7.8431e+00	0.0000e+00	0.0000e+00
8.0000e+02	1.9200e+02	4.7024e+01	8.2159e+00	0.0000e+00	0.0000e+00
8.1600e+02	1.9200e+02	4.8103e+01	8.3429e+00	0.0000e+00	0.0000e+00
8.3200e+02	1.9200e+02	4.8536e+01	7.9610e+00	0.0000e+00	0.0000e+00
8.4800e+02	1.9200e+02	4.9373e+01	6.4680e+00	0.0000e+00	0.0000e+00
8.6400e+02	1.9200e+02	5.0550e+01	4.9912e+00	0.0000e+00	0.0000e+00
8.8000e+02	1.9200e+02	5.1549e+01	3.1433e+00	0.0000e+00	0.0000e+00
8.9600e+02	1.9200e+02	5.2059e+01	1.0968e+00	0.0000e+00	0.0000e+00
9.1200e+02	1.9200e+02	5.2202e+01	-6.9323e-01	0.0000e+00	0.0000e+00
9.2800e+02	1.9200e+02	5.2825e+01	-2.1610e+00	0.0000e+00	0.0000e+00
9.4400e+02	1.9200e+02	5.2695e+01	-4.1212e+00	0.0000e+00	0.0000e+00
9.6000e+02	1.9200e+02	5.3474e+01	-5.2889e+00	0.0000e+00	0.0000e+00
9.7600e+02	1.9200e+02	5.3224e+01	-5.0170e+00	0.0000e+00	0.0000e+00
9.9200e+02	1.9200e+02	5.3310e+01	-4.5743e+00	0.0000e+00	0.0000e+00
1.0080e+03	1.9200e+02	5.3402e+01	-4.0730e+00	0.0000e+00	0.0000e+00
1.0240e+03	1.9200e+02	5.3076e+01	-3.7690e+00	0.0000e+00	0.0000e+00
1.0400e+03	1.9200e+02	5.3152e+01	-3.2715e+00	0.0000e+00	0.0000e+00
1.0560e+03	1.9200e+02	5.2577e+01	-2.5958e+00	0.0000e+00	0.0000e+00
1.0720e+03	1.9200e+02	5.1972e+01	-1.9508e+00	0.0000e+00	0.0000e+00
1.0880e+03	1.9200e+02	5.1613e+01	-1.3420e+00	0.0000e+00	0.0000e+00
1.1040e+03	1.9200e+02	5.1209e+01	-5.8151e-01	0.0000e+00	0.0000e+00
1.1200e+03	1.9200e+02	5.1150e+01	6.7481e-02	0.0000e+00	0.0000e+00
1.1360e+03	1.9200e+02	5.0706e+01	5.6722e-01	0.0000e+00	0.0000e+00
1.1520e+03	1.9200e+02	5.0079e+01	1.0348e+00	0.0000e+00	0.0000e+00
1.1680e+03	1.9200e+02	5.0211e+01	1.1543e+00	0.0000e+00	0.0000e+00
1.6000e+01	1.7600e+02	6.9326e+01	1.2047e+01	0.0000e+00	0.0000e+00
3.2000e+01	1.7600e+02	6.6464e+01	6.9045e+00	0.0000e+00	0.0000e+00
4.8000e+01	1.7600e+02	6.5242e+01	3.7631e+00	0.0000e+00	0.0000e+00
6.4000e+01	1.7600e+02	6.0342e+01	2.3172e+00	0.0000e+00	0.0000e+00
8.0000e+01	1.7600e+02	5.7011e+01	7.9577e-01	0.0000e+00	0.0000e+00
9.6000e+01	1.7600e+02	5.9094e+01	1.4022e+00	0.0000e+00	0.0000e+00
1.1200e+02	1.7600e+02	6.0703e+01	9.0193e-01	0.0000e+00	0.0000e+00
1.2800e+02	1.7600e+02	5.2224e+01	1.0711e+00	1.0000e+00	0.0000e+00
1.4400e+02	1.7600e+02	6.1876e+01	-1.9033e+00	0.0000e+00	0.0000e+00
1.6000e+02	1.7600e+02	6.7073e+01	-6.2152e+00	0.0000e+00	0.0000e+00
1.7600e+02	1.7600e+02	6.7761e+01	-1.1715e+01	0.0000e+00	0.0000e+00
1.9200e+02	1.7600e+02	6.8107e+01	-1.5182e+01	0.0000e+00	0.0000e+00
2.0800e+02	1.7600e+02	6.4102e+01	-1.6131e+01	0.0000e+00	0.0000e+00
2.2400e+02	1.7600e+02	6.2041e+01	-1.7869e+01	0.0000e+00	0.0000e+00
2.4000e+02	1.7600e+02	5.7662e+01	-1.7543e+01	0.0000e+00	0.0000e+00
2.5600e+02	1.7600e+02	5.4451e+01	-1.6617e+01	0.0000e+00	0.0000e+00
2.7200e+02	1.7600e+02	5.1647e+01	-1.5227e+01	0.0000e+00	0.0000e+00
2.8800e+02	1.7600e+02	4.9029e+01	-1.3059e+01	0.0000e+00	0.0000e+00
3.0400e+02	1.7600e+02	4.6174e+01	-1.0913e+01	0.0000e+00	0.0000e+00
3.2000e+02	1.7600e+02	4.3587e+01	-8.5574e+00	0.0000e+00	0.0000e+00
3.3600e+02	1.7600e+02	4.2334e+01	-4.5198e+00	0.0000e+00	0.0000e+00
3.5200e+02	1.7600e+02	4.1657e+01	2.7236e-01	0.0000e+00	0.0000e+00
3.6800e+02	1.7600e+02	4.2779e+01	5.7002e+00	0.0000e+00	0.0000e+00
3.8400e+02	1.7600e+02	4.5223e+01	1.3675e+01	0.0000e+00	0.0000e+00
4.0000e+02	1.7600e+02	4.7354e+01	1.7705e+01	0.0000e+00	0.0000e+00
4.1600e+02	1.7600e+02	5.0075e+01	2.1046e+01	0.0000e+00	0.0000e+00
4.3200e+02	1.7600e+02	5.2091e+01	2.2126e+01	0.0000e+00	0.0000e+00
4.4800e+02	1.7600e+02	5.3458e+01	2.1366e+01	0.0000e+00	0.0000e+00
4.6400e+02	1.7600e+02	5.5515e+01	1.9754e+01	0.0000e+00	0.0000e+00
4.8000e+02	1.7600e+02	5.7300e+01	1.5772e+01	0.0000e+00	0.0000e+00
4.9600e+02	1.7600e+02	5.8743e+01	1.0079e+01	0.0000e+00	0.0000e+00
5.1200e+02	1.7600e+02	5.9042e+01	3.1794e+00	0.0000e+00	0.0000e+00
5.2800e+02	1.7600e+02	5.9362e+01	-3.9653e+00	0.0000e+00	0.0000e+00
5.4400e+02	1.7600e+02	5.9415e+01	-9.8078e+00	0.0000e+00	0.0000e+00
5.6000e+02	1.7600e+02	5.8623e+01	-1.2974e+01	0.0000e+00	0.0000e+00
5.7600e+02	1.7600e+02	5.7481e+01	-1.4277e+01	0.0000e+00	0.0000e+00
5.9200e+02	1.7600e+02	5.5988e+01	-1.4922e+01	0.0000e+00	0.0000e+00
6.0800e+02	1.7600e+02	5.4033e+01	-1.3993e+01	0.0000e+00	0.0000e+00
6.2400e+02	1.7600e+02	5.1614e+01	-1.2563e+01	0.0000e+00	0.0000e+00
6.4000e+02	1.7600e+02	4.9996e+01	-1.1165e+01	0.0000e+00	0.0000e+00
6.5600e+02	1.7600e+02	4.8284e+01	-9.6336e+00	0.0000e+00	0.0000e+00
6.7200e+02	1.7600e+02	4.6705e+01	-7.8953e+00	0.0000e+00	0.0000e+00
6.8800e+02	1.7600e+02	4.5343e+01	-5.8231e+00	0.0000e+00	0.0000e+00
7.0400e+02	1.7600e+02	4.4122e+01	-3.2848e+00	0.0000e+00	0.0000e+00
7.2000e+02	1.7600e+02	4.3840e+01	-3.8406e-02	0.0000e+00	0.0000e+00
7.3600e+02	1.7600e+02	4.4034e+01	2.7621e+00	0.0000e+00	0.0000e+00
7.5200e+02	1.7600e+02	4.3899e+01	5.0561e+00	0.0000e+00	0.0000e+00
7.6800e+02	1.7600e+02	4.4575e+01	6.8330e+00	0.0000e+00	0.0000e+00
7.8400e+02	1.7600e+02	4.4533e+01	8.2980e+00	0.0000e+00	0.0000e+00
8.0000e+02	1.7600e+02	4.4551e+01	9.3897e+00	0.0000e+00	0.0000e+00
8.1600e+02	1.7600e+02	4.5643e+01	9.3841e+00	0.0000e+00	0.0000e+00
8.3200e+02	1.7600e+02	4.6510e+01	8.5434e+00	0.0000e+00	0.0000e+00
8.4800e+02	1.7600e+02	4.7066e+01	7.1800e+00	0.0000e+00	0.0000e+00
8.6400e+02	1.7600e+02	4.7351e+01	5.7207e+00	0.0000e+00	0.0000e+00
8.8000e+02	1.7600e+02	4.8502e+01	3.8683e+00	0.0000e+00	0.0000e+00
8.9600e+02	1.7600e+02	4.9306e+01	2.0264e+00	0.0000e+00	0.0000e+00
9.1200e+02	1.7600e+02	4.9684e+01	-5.6152e-02	0.0000e+00	0.0000e+00
9.2800e+02	1.7600e+02	5.0796e+01	-1.7131e+00	0.0000e+00	0.0000e+00
9.4400e+02	1.7600e+02	5.0782e+01	-3.2916e+00	0.0000e+00	0.0000e+00
9.6000e+02	1.7600e+02	5.1216e+01	-4.6195e+00	0.0000e+00	0.0000e+00
9.7600e+02	1.7600e+02	5.0904e+01	-4.7019e+00	0.0000e+00	0.0000e+00
9.9200e+02	1.7600e+02	5.0876e+01	-4.3817e+00	0.0000e+00	0.0000e+00
1.0080e+03	1.7600e+02	5.0842e+01	-4.4104e+00	0.0000e+00	0.0000e+00
1.0240e+03	1.7600e+02	5.0920e+01	-4.2500e+00	0.0000e+00	0.0000e+00
1.0400e+03	1.7600e+02	5.0850e+01	-3.6454e+00	0.0000e+00	0.0000e+00
1.0560e+03	1.7600e+02	5.0140e+01	-2.8685e+00	0.0000e+00	0.0000e+00
1.0720e+03	1.7600e+02	4.9586e+01	-2.2677e+00	0.0000e+00	0.0000e+00
1.0880e+03	1.7600e+02	4.9191e+01	-1.5361e+00	0.0000e+00	0.0000e+00
